2019-03-26 20:50:00+00:00,51.03853845
2019-03-26 20:55:00+00:00,51.03853845
2019-03-26 21:00:00+00:00,51.03853845
2019-03-26 21:05:00+00:00,51.03853845
2019-03-26 21:10:00+00:00,51.03853845
2019-03-26 21:15:00+00:00,51.03853845
2019-03-26 21:20:00+00:00,51.03853845
2019-03-26 21:25:00+00:00,51.0171875
2019-03-26 21:30:00+00:00,51.16182613
2019-03-26 21:35:00+00:00,51.27130642
2019-03-26 21:40:00+00:00,51.56608177
2019-03-26 21:45:00+00:00,51.56608177
2019-03-26 21:50:00+00:00,51.56608177
2019-03-26 21:55:00+00:00,51.56608177
2019-03-26 22:00:00+00:00,51.56608177
2019-03-26 22:05:00+00:00,51.56608177
2019-03-26 22:10:00+00:00,51.56608177
2019-03-26 22:15:00+00:00,51.56608177
2019-03-26 22:20:00+00:00,51.3732
2019-03-26 22:25:00+00:00,51.4575
2019-03-26 22:30:00+00:00,51.4596
2019-03-26 22:35:00+00:00,51.4596
2019-03-26 22:40:00+00:00,51.4976
2019-03-26 22:45:00+00:00,51.4986
2019-03-26 22:50:00+00:00,51.6967591
2019-03-26 22:55:00+00:00,51.99999998
2019-03-26 23:00:00+00:00,51.99999998
2019-03-26 23:05:00+00:00,51.99999998
2019-03-26 23:10:00+00:00,51.99999998
2019-03-26 23:15:00+00:00,51.99999998
2019-03-26 23:20:00+00:00,51.99999998
2019-03-26 23:25:00+00:00,51.99999998
2019-03-26 23:30:00+00:00,51.99999998
2019-03-26 23:35:00+00:00,51.99999998
2019-03-26 23:40:00+00:00,51.98239997
2019-03-26 23:45:00+00:00,51.66972044
2019-03-26 23:50:00+00:00,51.66972044
2019-03-26 23:55:00+00:00,51.66972044
2019-03-27 00:00:00+00:00,51.80000048
2019-03-27 00:05:00+00:00,51.93563167
2019-03-27 00:10:00+00:00,51.93563167
2019-03-27 00:15:00+00:00,51.93563167
2019-03-27 00:20:00+00:00,51.93563167
2019-03-27 00:25:00+00:00,51.93563167
2019-03-27 00:30:00+00:00,51.93563167
2019-03-27 00:35:00+00:00,51.93563167
2019-03-27 00:40:00+00:00,51.93563167
2019-03-27 00:45:00+00:00,51.93563167
2019-03-27 00:50:00+00:00,51.935627
2019-03-27 00:55:00+00:00,51.935627
2019-03-27 01:00:00+00:00,51.9824
2019-03-27 01:05:00+00:00,51.99219997
2019-03-27 01:10:00+00:00,51.99219997
2019-03-27 01:15:00+00:00,51.9922
2019-03-27 01:20:00+00:00,52.0247145
2019-03-27 01:25:00+00:00,52.21087124
2019-03-27 01:30:00+00:00,52.21087124
2019-03-27 01:35:00+00:00,52.311021
2019-03-27 01:40:00+00:00,52.26569608
2019-03-27 01:45:00+00:00,52.26569608
2019-03-27 01:50:00+00:00,52.26569608
2019-03-27 01:55:00+00:00,52.26569608
2019-03-27 02:00:00+00:00,52.26569608
2019-03-27 02:05:00+00:00,52.26569608
2019-03-27 02:10:00+00:00,52.26569608
2019-03-27 02:15:00+00:00,52.26564381
2019-03-27 02:20:00+00:00,52.0885071
2019-03-27 02:25:00+00:00,52.0885071
2019-03-27 02:30:00+00:00,52.0885071
2019-03-27 02:35:00+00:00,52.0885071
2019-03-27 02:40:00+00:00,52.0885071
2019-03-27 02:45:00+00:00,52.0885071
2019-03-27 02:50:00+00:00,52.0885071
2019-03-27 02:55:00+00:00,52.27652233
2019-03-27 03:00:00+00:00,52.15122774
2019-03-27 03:05:00+00:00,52.15122774
2019-03-27 03:10:00+00:00,52.15122774
2019-03-27 03:15:00+00:00,52.22931626
2019-03-27 03:20:00+00:00,52.22931626
2019-03-27 03:25:00+00:00,52.22931626
2019-03-27 03:30:00+00:00,52.22931626
2019-03-27 03:35:00+00:00,52.229316
2019-03-27 03:40:00+00:00,52.22931626
2019-03-27 03:45:00+00:00,52.22931626
2019-03-27 03:50:00+00:00,52.22931626
2019-03-27 03:55:00+00:00,52.22931626
2019-03-27 04:00:00+00:00,52.22931626
2019-03-27 04:05:00+00:00,52.22931626
2019-03-27 04:10:00+00:00,52.22931626
2019-03-27 04:15:00+00:00,52.22931626
2019-03-27 04:20:00+00:00,52.41840383
2019-03-27 04:25:00+00:00,52.41840383
2019-03-27 04:30:00+00:00,52.41840383
2019-03-27 04:35:00+00:00,52.05752475
2019-03-27 04:40:00+00:00,52.05752475
2019-03-27 04:45:00+00:00,52.05752475
2019-03-27 04:50:00+00:00,52.05752475
2019-03-27 04:55:00+00:00,52.05752475
2019-03-27 05:00:00+00:00,52.05752475
2019-03-27 05:05:00+00:00,52.08904171
2019-03-27 05:10:00+00:00,52.08904171
2019-03-27 05:15:00+00:00,52.08904171
2019-03-27 05:20:00+00:00,52.08904171
2019-03-27 05:25:00+00:00,52.08904171
2019-03-27 05:30:00+00:00,52.08904171
2019-03-27 05:35:00+00:00,52.08904171
2019-03-27 05:40:00+00:00,52.08904171
2019-03-27 05:45:00+00:00,52.08904171
2019-03-27 05:50:00+00:00,52.08904171
2019-03-27 05:55:00+00:00,52.08904171
2019-03-27 06:00:00+00:00,52.33620367
2019-03-27 06:05:00+00:00,52.33620415
2019-03-27 06:10:00+00:00,52.33620415
2019-03-27 06:15:00+00:00,52.33620415
2019-03-27 06:20:00+00:00,52.33620415
2019-03-27 06:25:00+00:00,52.33620415
2019-03-27 06:30:00+00:00,52.33620415
2019-03-27 06:35:00+00:00,52.33620415
2019-03-27 06:40:00+00:00,52.33620415
2019-03-27 06:45:00+00:00,52.33620415
2019-03-27 06:50:00+00:00,52.33620415
2019-03-27 06:55:00+00:00,52.33620415
2019-03-27 07:00:00+00:00,52.33620415
2019-03-27 07:05:00+00:00,52.33620415
2019-03-27 07:10:00+00:00,52.33620415
2019-03-27 07:15:00+00:00,52.33620415
2019-03-27 07:20:00+00:00,52.33620415
2019-03-27 07:25:00+00:00,52.33620415
2019-03-27 07:30:00+00:00,52.297511
2019-03-27 07:35:00+00:00,52.297511
2019-03-27 07:40:00+00:00,52.297511
2019-03-27 07:45:00+00:00,52.297511
2019-03-27 07:50:00+00:00,52.297511
2019-03-27 07:55:00+00:00,52.297511
2019-03-27 08:00:00+00:00,52.297511
2019-03-27 08:05:00+00:00,52.39
2019-03-27 08:10:00+00:00,52.28511269
2019-03-27 08:15:00+00:00,52.28511269
2019-03-27 08:20:00+00:00,52.28163796
2019-03-27 08:25:00+00:00,52.28163796
2019-03-27 08:30:00+00:00,52.28163796
2019-03-27 08:35:00+00:00,52.281638
2019-03-27 08:40:00+00:00,52.281638
2019-03-27 08:45:00+00:00,52.281638
2019-03-27 08:50:00+00:00,52.3
2019-03-27 08:55:00+00:00,52.24862551
2019-03-27 09:00:00+00:00,52.3
2019-03-27 09:05:00+00:00,52.39
2019-03-27 09:10:00+00:00,52.39
2019-03-27 09:15:00+00:00,52.39
2019-03-27 09:20:00+00:00,52.39
2019-03-27 09:25:00+00:00,52.4
2019-03-27 09:30:00+00:00,52.4
2019-03-27 09:35:00+00:00,52.29031296
2019-03-27 09:40:00+00:00,52.33738854
2019-03-27 09:45:00+00:00,52.32169206
2019-03-27 09:50:00+00:00,52.32169206
2019-03-27 09:55:00+00:00,52.32169206
2019-03-27 10:00:00+00:00,52.32169206
2019-03-27 10:05:00+00:00,52.32169206
2019-03-27 10:10:00+00:00,52.32169206
2019-03-27 10:15:00+00:00,52.418404
2019-03-27 10:20:00+00:00,52.5138
2019-03-27 10:25:00+00:00,52.61237917
2019-03-27 10:30:00+00:00,52.61237917
2019-03-27 10:35:00+00:00,52.61237917
2019-03-27 10:40:00+00:00,52.61237917
2019-03-27 10:45:00+00:00,52.61237917
2019-03-27 10:50:00+00:00,52.61237917
2019-03-27 10:55:00+00:00,52.61237917
2019-03-27 11:00:00+00:00,52.61237917
2019-03-27 11:05:00+00:00,52.771
2019-03-27 11:10:00+00:00,52.785021
2019-03-27 11:15:00+00:00,52.785021
2019-03-27 11:20:00+00:00,52.54546645
2019-03-27 11:25:00+00:00,52.54546645
2019-03-27 11:30:00+00:00,52.54546645
2019-03-27 11:35:00+00:00,52.54546645
2019-03-27 11:40:00+00:00,52.61015349
2019-03-27 11:45:00+00:00,52.61015349
2019-03-27 11:50:00+00:00,52.61015349
2019-03-27 11:55:00+00:00,52.61015349
2019-03-27 12:00:00+00:00,52.61015349
2019-03-27 12:05:00+00:00,52.6856903
2019-03-27 12:10:00+00:00,52.6856903
2019-03-27 12:15:00+00:00,52.6856903
2019-03-27 12:20:00+00:00,52.6856903
2019-03-27 12:25:00+00:00,52.6856903
2019-03-27 12:30:00+00:00,52.6856903
2019-03-27 12:35:00+00:00,52.6856903
2019-03-27 12:40:00+00:00,52.6856903
2019-03-27 12:45:00+00:00,52.8
2019-03-27 12:50:00+00:00,52.8
2019-03-27 12:55:00+00:00,52.40377414
2019-03-27 13:00:00+00:00,52.40377414
2019-03-27 13:05:00+00:00,52.40521703
2019-03-27 13:10:00+00:00,52.40521703
2019-03-27 13:15:00+00:00,52.6
2019-03-27 13:20:00+00:00,52.6
2019-03-27 13:25:00+00:00,52.6
2019-03-27 13:30:00+00:00,52.6
2019-03-27 13:35:00+00:00,52.6
2019-03-27 13:40:00+00:00,52.6
2019-03-27 13:45:00+00:00,52.6
2019-03-27 13:50:00+00:00,52.82
2019-03-27 13:55:00+00:00,52.82
2019-03-27 14:00:00+00:00,52.82
2019-03-27 14:05:00+00:00,52.82
2019-03-27 14:10:00+00:00,52.82
2019-03-27 14:15:00+00:00,52.600211
2019-03-27 14:20:00+00:00,52.8206667
2019-03-27 14:25:00+00:00,52.8558
2019-03-27 14:30:00+00:00,52.8558
2019-03-27 14:35:00+00:00,52.8558
2019-03-27 14:40:00+00:00,52.8558
2019-03-27 14:45:00+00:00,52.8558
2019-03-27 14:50:00+00:00,52.8558
2019-03-27 14:55:00+00:00,52.8558
2019-03-27 15:00:00+00:00,52.8558
2019-03-27 15:05:00+00:00,52.8558
2019-03-27 15:10:00+00:00,52.8558
2019-03-27 15:15:00+00:00,52.8673
2019-03-27 15:20:00+00:00,52.87
2019-03-27 15:25:00+00:00,52.9321369
2019-03-27 15:30:00+00:00,52.95991076
2019-03-27 15:35:00+00:00,52.71600436
2019-03-27 15:40:00+00:00,52.71600436
2019-03-27 15:45:00+00:00,52.71600436
2019-03-27 15:50:00+00:00,52.71600436
2019-03-27 15:55:00+00:00,52.71600436
2019-03-27 16:00:00+00:00,52.71600436
2019-03-27 16:05:00+00:00,52.71600436
2019-03-27 16:10:00+00:00,52.71600436
2019-03-27 16:15:00+00:00,52.77485927
2019-03-27 16:20:00+00:00,52.77485927
2019-03-27 16:25:00+00:00,53.0
2019-03-27 16:30:00+00:00,53.01790003
2019-03-27 16:35:00+00:00,53.01790003
2019-03-27 16:40:00+00:00,53.0199
2019-03-27 16:45:00+00:00,53.0199
2019-03-27 16:50:00+00:00,53.0199
2019-03-27 16:55:00+00:00,53.0199
2019-03-27 17:00:00+00:00,53.0199
2019-03-27 17:05:00+00:00,53.04966997
2019-03-27 17:10:00+00:00,53.04966997
2019-03-27 17:15:00+00:00,53.04966997
2019-03-27 17:20:00+00:00,53.04966997
2019-03-27 17:25:00+00:00,53.04967
2019-03-27 17:30:00+00:00,53.07090307
2019-03-27 17:35:00+00:00,53.07090307
2019-03-27 17:40:00+00:00,53.07090307
2019-03-27 17:45:00+00:00,53.07090307
2019-03-27 17:50:00+00:00,53.04962847
2019-03-27 17:55:00+00:00,53.04962847
2019-03-27 18:00:00+00:00,53.04962847
2019-03-27 18:05:00+00:00,52.83058737
2019-03-27 18:10:00+00:00,52.83058737
2019-03-27 18:15:00+00:00,52.83058737
2019-03-27 18:20:00+00:00,52.83058737
2019-03-27 18:25:00+00:00,52.99658994
2019-03-27 18:30:00+00:00,52.99658994
2019-03-27 18:35:00+00:00,52.99658994
2019-03-27 18:40:00+00:00,52.99658994
2019-03-27 18:45:00+00:00,52.99658994
2019-03-27 18:50:00+00:00,52.99658994
2019-03-27 18:55:00+00:00,52.99658994
2019-03-27 19:00:00+00:00,52.99658994
2019-03-27 19:05:00+00:00,52.99659213
2019-03-27 19:10:00+00:00,52.99659211
2019-03-27 19:15:00+00:00,52.99659211
2019-03-27 19:20:00+00:00,52.99659211
2019-03-27 19:25:00+00:00,52.99659211
2019-03-27 19:30:00+00:00,52.99659211
2019-03-27 19:35:00+00:00,52.99659211
2019-03-27 19:40:00+00:00,52.99659211
2019-03-27 19:45:00+00:00,52.99659211
2019-03-27 19:50:00+00:00,52.99659211
2019-03-27 19:55:00+00:00,52.99659211
2019-03-27 20:00:00+00:00,52.99659211
2019-03-27 20:05:00+00:00,52.99659211
2019-03-27 20:10:00+00:00,52.99659211
2019-03-27 20:15:00+00:00,53.26268699
2019-03-27 20:20:00+00:00,53.26268699
2019-03-27 20:25:00+00:00,53.26268699
2019-03-27 20:30:00+00:00,53.26268699
2019-03-27 20:35:00+00:00,53.26268699
2019-03-27 20:40:00+00:00,53.16
2019-03-27 20:45:00+00:00,53.2626942
2019-03-27 20:50:00+00:00,53.28163793
2019-03-27 20:55:00+00:00,53.28163754
2019-03-27 21:00:00+00:00,53.28163799
2019-03-27 21:05:00+00:00,53.281638
2019-03-27 21:10:00+00:00,53.33362125
2019-03-27 21:15:00+00:00,53.28163797
2019-03-27 21:20:00+00:00,53.28163797
2019-03-27 21:25:00+00:00,53.03266582
2019-03-27 21:30:00+00:00,53.33362139
2019-03-27 21:35:00+00:00,53.33362139
2019-03-27 21:40:00+00:00,53.35729998
2019-03-27 21:45:00+00:00,53.4
2019-03-27 21:50:00+00:00,53.4
2019-03-27 21:55:00+00:00,53.49999999
2019-03-27 22:00:00+00:00,53.49999999
2019-03-27 22:05:00+00:00,53.49999999
2019-03-27 22:10:00+00:00,53.49999999
2019-03-27 22:15:00+00:00,53.49999999
2019-03-27 22:20:00+00:00,53.49999999
2019-03-27 22:25:00+00:00,53.49999999
2019-03-27 22:30:00+00:00,53.49999999
2019-03-27 22:35:00+00:00,53.49999999
2019-03-27 22:40:00+00:00,53.49999999
2019-03-27 22:45:00+00:00,53.49999999
2019-03-27 22:50:00+00:00,53.49999999
2019-03-27 22:55:00+00:00,53.49999999
2019-03-27 23:00:00+00:00,53.49999999
2019-03-27 23:05:00+00:00,53.13403075
2019-03-27 23:10:00+00:00,53.13403075
2019-03-27 23:15:00+00:00,53.13403075
2019-03-27 23:20:00+00:00,53.13403075
2019-03-27 23:25:00+00:00,53.13403075
2019-03-27 23:30:00+00:00,53.49995202
2019-03-28 00:00:00+00:00,53.499953
2019-03-28 00:05:00+00:00,53.18487764
2019-03-28 00:10:00+00:00,53.18487764
2019-03-28 00:15:00+00:00,53.18487764
2019-03-28 00:20:00+00:00,53.18487764
2019-03-28 00:25:00+00:00,53.18487764
2019-03-28 00:30:00+00:00,53.18487764
2019-03-28 00:35:00+00:00,53.18487764
2019-03-28 00:40:00+00:00,52.93330806
2019-03-28 00:45:00+00:00,52.93330806
2019-03-28 00:50:00+00:00,52.93330806
2019-03-28 00:55:00+00:00,52.93330806
2019-03-28 01:00:00+00:00,52.93330806
2019-03-28 01:05:00+00:00,52.93330806
2019-03-28 01:10:00+00:00,52.93330806
2019-03-28 01:15:00+00:00,52.93330806
2019-03-28 01:20:00+00:00,52.93330806
2019-03-28 01:25:00+00:00,52.93330806
2019-03-28 01:30:00+00:00,52.93330806
2019-03-28 01:35:00+00:00,52.93330806
2019-03-28 01:40:00+00:00,52.93330806
2019-03-28 01:45:00+00:00,52.93330806
2019-03-28 01:50:00+00:00,52.93330806
2019-03-28 01:55:00+00:00,52.93330806
2019-03-28 02:00:00+00:00,52.93330806
2019-03-28 02:05:00+00:00,52.93330806
2019-03-28 02:10:00+00:00,52.93330806
2019-03-28 02:15:00+00:00,52.93330806
2019-03-28 02:20:00+00:00,52.93330806
2019-03-28 02:25:00+00:00,52.93330806
2019-03-28 02:30:00+00:00,52.93330806
2019-03-28 02:35:00+00:00,52.93330806
2019-03-28 02:40:00+00:00,52.93330806
2019-03-28 02:45:00+00:00,52.93330806
2019-03-28 02:50:00+00:00,52.933308
2019-03-28 02:55:00+00:00,52.95
2019-03-28 03:00:00+00:00,53.1086369
2019-03-28 03:05:00+00:00,53.1086369
2019-03-28 03:10:00+00:00,53.1086369
2019-03-28 03:15:00+00:00,52.94918865
2019-03-28 03:20:00+00:00,52.94918865
2019-03-28 03:25:00+00:00,52.94918865
2019-03-28 03:30:00+00:00,52.94918865
2019-03-28 03:35:00+00:00,52.94918865
2019-03-28 03:40:00+00:00,52.94918865
2019-03-28 03:45:00+00:00,52.94918865
2019-03-28 03:50:00+00:00,52.94918865
2019-03-28 03:55:00+00:00,52.94918865
2019-03-28 04:00:00+00:00,52.94918865
2019-03-28 04:05:00+00:00,52.89101518
2019-03-28 04:10:00+00:00,52.89101518
2019-03-28 04:15:00+00:00,52.89101518
2019-03-28 04:20:00+00:00,52.89101518
2019-03-28 04:25:00+00:00,52.82228027
2019-03-28 04:30:00+00:00,52.82228027
2019-03-28 04:35:00+00:00,52.82228027
2019-03-28 04:40:00+00:00,52.82228027
2019-03-28 04:45:00+00:00,52.82228027
2019-03-28 04:50:00+00:00,52.82228027
2019-03-28 04:55:00+00:00,52.82228027
2019-03-28 05:00:00+00:00,52.82228027
2019-03-28 05:05:00+00:00,52.6643265
2019-03-28 05:10:00+00:00,52.6643265
2019-03-28 05:15:00+00:00,52.6643265
2019-03-28 05:20:00+00:00,52.6643265
2019-03-28 05:25:00+00:00,52.6643265
2019-03-28 05:30:00+00:00,52.6643265
2019-03-28 05:35:00+00:00,52.6643265
2019-03-28 05:40:00+00:00,52.6643265
2019-03-28 05:45:00+00:00,52.6643265
2019-03-28 05:50:00+00:00,52.6643265
2019-03-28 05:55:00+00:00,52.6643265
2019-03-28 06:00:00+00:00,52.6643265
2019-03-28 06:05:00+00:00,52.6643265
2019-03-28 06:10:00+00:00,52.6643265
2019-03-28 06:15:00+00:00,52.6643265
2019-03-28 06:20:00+00:00,52.6643265
2019-03-28 06:25:00+00:00,52.7595026
2019-03-28 06:30:00+00:00,52.7173
2019-03-28 06:35:00+00:00,52.66430519
2019-03-28 06:40:00+00:00,53.01406685
2019-03-28 06:45:00+00:00,53.01406685
2019-03-28 06:50:00+00:00,53.01406685
2019-03-28 06:55:00+00:00,53.01406685
2019-03-28 07:00:00+00:00,53.01406685
2019-03-28 07:05:00+00:00,53.01406685
2019-03-28 07:10:00+00:00,52.664305
2019-03-28 07:15:00+00:00,52.8261817
2019-03-28 07:20:00+00:00,52.40375219
2019-03-28 07:25:00+00:00,52.40375219
2019-03-28 07:30:00+00:00,52.40375219
2019-03-28 07:35:00+00:00,52.40375219
2019-03-28 07:40:00+00:00,52.40375219
2019-03-28 07:45:00+00:00,52.66790542
2019-03-28 07:50:00+00:00,52.66790542
2019-03-28 07:55:00+00:00,52.66790542
2019-03-28 08:00:00+00:00,52.66790542
2019-03-28 08:05:00+00:00,52.66790542
2019-03-28 08:10:00+00:00,52.66790542
2019-03-28 08:15:00+00:00,52.66790542
2019-03-28 08:20:00+00:00,52.66790542
2019-03-28 08:25:00+00:00,52.66790542
2019-03-28 08:30:00+00:00,52.55752922
2019-03-28 08:35:00+00:00,52.55752922
2019-03-28 08:40:00+00:00,52.55752922
2019-03-28 08:45:00+00:00,52.55752922
2019-03-28 08:50:00+00:00,52.55752922
2019-03-28 08:55:00+00:00,52.55752922
2019-03-28 09:00:00+00:00,52.62948999
2019-03-28 09:05:00+00:00,52.62949
2019-03-28 09:10:00+00:00,52.62949
2019-03-28 09:15:00+00:00,52.62949
2019-03-28 09:20:00+00:00,52.62949
2019-03-28 09:25:00+00:00,52.62949
2019-03-28 09:30:00+00:00,52.62949
2019-03-28 09:35:00+00:00,52.8433
2019-03-28 09:40:00+00:00,52.8433
2019-03-28 09:45:00+00:00,52.8433
2019-03-28 09:50:00+00:00,52.8433
2019-03-28 09:55:00+00:00,52.8433
2019-03-28 10:00:00+00:00,52.8433
2019-03-28 10:05:00+00:00,52.8433
2019-03-28 10:10:00+00:00,52.8433
2019-03-28 10:15:00+00:00,52.81189142
2019-03-28 10:20:00+00:00,52.8118914
2019-03-28 10:25:00+00:00,52.8805918
2019-03-28 10:30:00+00:00,52.8805918
2019-03-28 10:35:00+00:00,53.07244234
2019-03-28 10:40:00+00:00,52.99175309
2019-03-28 10:45:00+00:00,52.87414331
2019-03-28 10:50:00+00:00,52.8741433
2019-03-28 10:55:00+00:00,52.8741433
2019-03-28 11:00:00+00:00,52.8741433
2019-03-28 11:05:00+00:00,52.8741433
2019-03-28 11:10:00+00:00,52.8741433
2019-03-28 11:15:00+00:00,52.8741433
2019-03-28 11:20:00+00:00,52.8741433
2019-03-28 11:25:00+00:00,53.00686539
2019-03-28 11:30:00+00:00,53.00686707
2019-03-28 11:35:00+00:00,52.9912
2019-03-28 11:40:00+00:00,52.9912
2019-03-28 11:45:00+00:00,52.9912
2019-03-28 11:50:00+00:00,52.9912
2019-03-28 11:55:00+00:00,52.9912
2019-03-28 12:00:00+00:00,52.9912
2019-03-28 12:05:00+00:00,52.9912
2019-03-28 12:10:00+00:00,53.2
2019-03-28 12:15:00+00:00,53.2965883
2019-03-28 12:20:00+00:00,53.43859668
2019-03-28 12:25:00+00:00,53.43859668
2019-03-28 12:30:00+00:00,53.43859668
2019-03-28 12:35:00+00:00,53.3958305
2019-03-28 12:40:00+00:00,53.02229137
2019-03-28 12:45:00+00:00,53.02229823
2019-03-28 12:50:00+00:00,52.90000001
2019-03-28 12:55:00+00:00,52.90000001
2019-03-28 13:00:00+00:00,52.90000001
2019-03-28 13:05:00+00:00,52.90000001
2019-03-28 13:10:00+00:00,52.90000001
2019-03-28 13:15:00+00:00,52.90000001
2019-03-28 13:20:00+00:00,52.90000001
2019-03-28 13:25:00+00:00,52.90000001
2019-03-28 13:30:00+00:00,52.90000001
2019-03-28 13:35:00+00:00,52.90000001
2019-03-28 13:40:00+00:00,52.90000001
2019-03-28 13:45:00+00:00,52.90000001
2019-03-28 13:50:00+00:00,53.20912341
2019-03-28 13:55:00+00:00,53.20912291
2019-03-28 14:00:00+00:00,53.20912291
2019-03-28 14:05:00+00:00,53.20912291
2019-03-28 14:10:00+00:00,53.20912291
2019-03-28 14:15:00+00:00,53.20912291
2019-03-28 14:20:00+00:00,53.20912291
2019-03-28 14:25:00+00:00,53.20912291
2019-03-28 14:30:00+00:00,52.71541942
2019-03-28 14:35:00+00:00,53.07725299
2019-03-28 14:40:00+00:00,53.22671383
2019-03-28 14:45:00+00:00,53.22671383
2019-03-28 14:50:00+00:00,53.22671383
2019-03-28 14:55:00+00:00,53.29999873
2019-03-28 15:00:00+00:00,53.29999999
2019-03-28 15:05:00+00:00,53.29999999
2019-03-28 15:10:00+00:00,52.89232719
2019-03-28 15:15:00+00:00,52.89232719
2019-03-28 15:20:00+00:00,52.89232719
2019-03-28 15:25:00+00:00,52.85533205
2019-03-28 15:30:00+00:00,52.85533205
2019-03-28 15:35:00+00:00,52.85533205
2019-03-28 15:40:00+00:00,53.23497974
2019-03-28 15:45:00+00:00,53.23497974
2019-03-28 15:50:00+00:00,53.23497974
2019-03-28 15:55:00+00:00,53.23497974
2019-03-28 16:00:00+00:00,53.23497974
2019-03-28 16:05:00+00:00,53.18156155
2019-03-28 16:10:00+00:00,53.18155639
2019-03-28 16:15:00+00:00,52.77576978
2019-03-28 16:20:00+00:00,52.77576978
2019-03-28 16:25:00+00:00,52.77576978
2019-03-28 16:30:00+00:00,52.77576978
2019-03-28 16:35:00+00:00,53.0
2019-03-28 16:40:00+00:00,52.999998
2019-03-28 16:45:00+00:00,52.77576978
2019-03-28 16:50:00+00:00,52.77576978
2019-03-28 16:55:00+00:00,52.77576978
2019-03-28 17:00:00+00:00,52.77576978
2019-03-28 17:05:00+00:00,52.77576978
2019-03-28 17:10:00+00:00,52.77576987
2019-03-28 17:15:00+00:00,52.77576978
2019-03-28 17:20:00+00:00,52.70346968
2019-03-28 17:25:00+00:00,52.5575294
2019-03-28 17:30:00+00:00,52.556083
2019-03-28 17:35:00+00:00,52.556083
2019-03-28 17:40:00+00:00,52.556083
2019-03-28 17:45:00+00:00,52.556083
2019-03-28 17:50:00+00:00,52.556083
2019-03-28 17:55:00+00:00,52.5905292
2019-03-28 18:00:00+00:00,52.5905292
2019-03-28 18:05:00+00:00,52.86192953
2019-03-28 18:10:00+00:00,52.86192953
2019-03-28 18:15:00+00:00,52.86192953
2019-03-28 18:20:00+00:00,52.86192953
2019-03-28 18:25:00+00:00,52.86192953
2019-03-28 18:30:00+00:00,52.86192953
2019-03-28 18:35:00+00:00,52.86192953
2019-03-28 18:40:00+00:00,52.8524
2019-03-28 18:45:00+00:00,52.8524
2019-03-28 18:50:00+00:00,52.8524
2019-03-28 18:55:00+00:00,52.8524
2019-03-28 19:00:00+00:00,52.8524
2019-03-28 19:05:00+00:00,52.8524
2019-03-28 19:10:00+00:00,52.8524
2019-03-28 19:15:00+00:00,52.64199829
2019-03-28 19:20:00+00:00,52.49902479
2019-03-28 19:25:00+00:00,52.49902479
2019-03-28 19:30:00+00:00,52.49902479
2019-03-28 19:35:00+00:00,52.49902479
2019-03-28 19:40:00+00:00,52.49902479
2019-03-28 19:45:00+00:00,52.652
2019-03-28 19:50:00+00:00,52.652
2019-03-28 19:55:00+00:00,52.652
2019-03-28 20:00:00+00:00,52.652
2019-03-28 20:05:00+00:00,52.652
2019-03-28 20:10:00+00:00,52.652
2019-03-28 20:15:00+00:00,52.652
2019-03-28 20:20:00+00:00,52.652
2019-03-28 20:25:00+00:00,52.652
2019-03-28 20:30:00+00:00,52.652
2019-03-28 20:35:00+00:00,52.78676166
2019-03-28 20:40:00+00:00,52.76564646
2019-03-28 20:45:00+00:00,52.65184429
2019-03-28 20:50:00+00:00,52.65169989
2019-03-28 20:55:00+00:00,52.65169989
2019-03-28 21:00:00+00:00,52.65169989
2019-03-28 21:05:00+00:00,52.97057675
2019-03-28 21:10:00+00:00,52.97057675
2019-03-28 21:15:00+00:00,52.97057675
2019-03-28 21:20:00+00:00,52.8111
2019-03-28 21:25:00+00:00,52.795
2019-03-28 21:30:00+00:00,52.795
2019-03-28 21:35:00+00:00,52.795
2019-03-28 21:40:00+00:00,52.795
2019-03-28 21:45:00+00:00,52.795
2019-03-28 21:50:00+00:00,52.795
2019-03-28 21:55:00+00:00,52.795
2019-03-28 22:00:00+00:00,52.795
2019-03-28 22:05:00+00:00,52.795
2019-03-28 22:10:00+00:00,52.97038263
2019-03-28 22:15:00+00:00,52.97038263
2019-03-28 22:20:00+00:00,52.97038263
2019-03-28 22:25:00+00:00,52.97038263
2019-03-28 22:30:00+00:00,52.97038263
2019-03-28 22:35:00+00:00,52.795
2019-03-28 22:40:00+00:00,52.795
2019-03-28 22:45:00+00:00,52.8
2019-03-28 22:50:00+00:00,52.9
2019-03-28 22:55:00+00:00,52.9
2019-03-28 23:00:00+00:00,52.9
2019-03-28 23:05:00+00:00,52.9
2019-03-28 23:10:00+00:00,52.9
2019-03-28 23:15:00+00:00,52.9
2019-03-28 23:20:00+00:00,52.9
2019-03-28 23:25:00+00:00,52.9
2019-03-28 23:30:00+00:00,52.9
2019-03-28 23:35:00+00:00,52.9
